job_id,cv_id,rank_for_job,tfidf_score,semantic_score,skill_score,experience_score,bm25_score,skill_jaccard_score,must_have_coverage,nice_to_have_coverage,matched_required_skills,missing_critical_skills,matched_optional_skills,missing_optional_skills,cv_years_experience,job_min_years_experience,fusion_minmax_normalized_v1,final_score_v1,final_score_raw,score_check,final_score,score_diff,score_warning,final_score_v2_bm25,cv_quality_score,source,learned_fusion_score,score
vanetik_vacancy_002,vanetik_cv_001,4,0.07734089676966795,0.0,0.6,1.0,0.6571016736394532,0.3333333333333333,0.6,0.0,java;javascript;linux,postgresql;python,,,3.0,3.0,0.6710446298815285,0.3801066367221289,0.3801066367221289,0.3801066367221289,0.3801066367221289,0.0,,0.4943407452270768,0.8333333333333333,vacancy_resume_matching,0.21134624,0.6744452171828956
vanetik_vacancy_002,vanetik_cv_039,5,0.08801397844118926,0.0,0.8,0.0,0.8148577327076503,0.4,0.8,0.0,java;linux;postgresql;python,javascript,,,0.0,3.0,0.6329623047927337,0.2935459883914096,0.2935459883914096,0.2935459883914096,0.2935459883914096,0.0,,0.45996672153576984,0.7999999999999999,vacancy_resume_matching,0.3955101,0.6700815840699228
vanetik_vacancy_002,vanetik_cv_028,6,0.0725610416788289,0.0,0.6,1.0,0.6912233063089113,0.2727272727272727,0.6,0.0,java;javascript;linux,postgresql;python,,,7.0,3.0,0.6467602286625767,0.37753286859629254,0.37753286859629254,0.37753286859629254,0.37753286859629254,0.0,,0.501846562241986,0.7333333333333333,vacancy_resume_matching,0.21039046,0.6685111184734952
vanetik_vacancy_002,vanetik_cv_023,7,0.08110436183440248,0.0,1.0,0.0,0.6548967775149103,0.625,1.0,0.0,java;javascript;linux;postgresql;python,,,,0.0,3.0,0.6593959569260031,0.3513638871416013,0.3513638871416013,0.3513638871416013,0.3513638871416013,0.0,,0.4683405946154436,0.7999999999999999,vacancy_resume_matching,0.41642076,0.6590271140057875
vanetik_vacancy_002,vanetik_cv_047,8,0.11786358185928857,0.0,0.2,0.0,1.0,0.1,0.2,0.0,java,javascript;linux;postgresql;python,,,0.0,3.0,0.6,0.12500346715500155,0.12500346715500155,0.12500346715500155,0.12500346715500155,0.0,,0.35928786061976287,0.8,vacancy_resume_matching,0.34592876,0.6533333333333333
vanetik_vacancy_002,vanetik_cv_011,9,0.10867100917136574,0.0,0.4,0.0,0.7795962758189198,0.25,0.4,0.0,java;linux,javascript;postgresql;python,,,0.0,3.0,0.6148349278234446,0.18159208186150463,0.18159208186150463,0.18159208186150463,0.18159208186150463,0.0,,0.3507826766088339,0.4,vacancy_resume_matching,0.36799583,0.6189806288709871
vanetik_vacancy_002,vanetik_cv_014,10,0.08591331260844076,0.0,0.6,0.0,0.753902689176717,0.3333333333333333,0.6,0.0,java;javascript;linux,postgresql;python,,,0.0,3.0,0.5607512578013827,0.23087639909685273,0.23087639909685273,0.23087639909685273,0.23087639909685273,0.0,,0.3896784879832714,0.7,vacancy_resume_matching,0.38307968,0.5938867338479805
vanetik_vacancy_003,vanetik_cv_043,1,0.0755091755438468,0.0,1.0,0.0,0.8517357152754985,0.3076923076923077,1.0,0.0,java;linux;python;sql,,,,0.0,4.0,0.8267510240580719,0.34835109452360985,0.34835109452360985,0.34835109452360985,0.34835109452360985,0.0,,0.5189659159214152,0.44999999999999996,vacancy_resume_matching,0.4087573,0.8151182532522727
vanetik_vacancy_003,vanetik_cv_047,2,0.07785405964725733,0.0,0.5,0.0,1.0,0.25,0.5,0.0,java;sql,linux;python,,,0.0,4.0,0.6923076923076923,0.19576757057929242,0.19576757057929242,0.19576757057929242,0.19576757057929242,0.0,,0.42595135321575245,0.8,vacancy_resume_matching,0.3665578,0.7333333333333334
vanetik_vacancy_003,vanetik_cv_053,3,0.07440332056312168,0.0,0.5,0.0,0.9833235841281536,0.3333333333333333,0.5,0.0,java;sql,linux;python,,,0.0,4.0,0.6637544361143319,0.19390948030321936,0.19390948030321936,0.19390948030321936,0.19390948030321936,0.0,,0.4203540626218815,0.6,vacancy_resume_matching,0.3671173,0.7112104638382845
vanetik_vacancy_003,vanetik_cv_051,4,0.0730159617342464,0.0,0.5,0.0,0.957421803665065,0.3333333333333333,0.5,0.0,java;sql,linux;python,,,0.0,4.0,0.6522746889914286,0.193162440933825,0.193162440933825,0.193162440933825,0.193162440933825,0.0,,0.41298446822209944,0.6,vacancy_resume_matching,0.36805058,0.6971968122577588
vanetik_vacancy_003,vanetik_cv_039,5,0.049208940931505234,0.0,1.0,0.0,0.796126723625523,0.4444444444444444,1.0,0.0,java;linux;python;sql,,,,0.0,4.0,0.609128851380889,0.334189429732349,0.334189429732349,0.334189429732349,0.334189429732349,0.0,,0.4953701066106412,0.7999999999999999,vacancy_resume_matching,0.4104535,0.6655707009644993
vanetik_vacancy_003,vanetik_cv_049,6,0.0357011914352051,0.0,1.0,1.0,0.4808960123896749,0.4444444444444444,1.0,0.0,java;linux;python;sql,,,,20.0,4.0,0.6512046793462031,0.480762180003572,0.480762180003572,0.480762180003572,0.480762180003572,0.0,,0.5401393337823149,0.6,vacancy_resume_matching,0.23719838,0.6456513571848961
vanetik_vacancy_003,vanetik_cv_007,7,0.04540105906524915,0.0,1.0,0.5,0.47384778954103796,0.36363636363636365,1.0,0.0,java;linux;python;sql,,,,2.0,4.0,0.6545434821913281,0.40906210872744186,0.40906210872744186,0.40906210872744186,0.40906210872744186,0.0,,0.47482643023269316,0.7999999999999999,vacancy_resume_matching,0.3232746,0.6267910899960514
vanetik_vacancy_003,vanetik_cv_014,8,0.05755426285872962,0.0,0.75,0.0,0.7202123801354529,0.375,0.75,0.0,java;linux;sql,python,,,0.0,4.0,0.6012594204142963,0.2617599876931621,0.2617599876931621,0.2617599876931621,0.2617599876931621,0.0,,0.4112413889890306,0.7,vacancy_resume_matching,0.3949049,0.621407704483066
vanetik_vacancy_003,vanetik_cv_031,9,0.0442922027606235,0.0,0.75,0.75,0.47421675929899015,0.21428571428571427,0.75,0.0,java;linux;sql,python,,,3.0,4.0,0.6069066750770078,0.37000349379418185,0.37000349379418185,0.37000349379418185,0.37000349379418185,0.0,,0.4412218700666052,0.7333333333333333,vacancy_resume_matching,0.2630948,0.587876220384545
vanetik_vacancy_003,vanetik_cv_001,10,0.04029413680558237,0.0,0.75,0.75,0.5059250530192465,0.375,0.75,0.0,java;linux;sql,python,,,3.0,4.0,0.5738245443482408,0.36785068904915974,0.36785068904915974,0.36785068904915974,0.36785068904915974,0.0,,0.4483447264069932,0.8333333333333333,vacancy_resume_matching,0.26206723,0.5758523511159481
vanetik_vacancy_004,vanetik_cv_020,1,0.08477425872997953,0.0,0.5454545454545454,0.0,1.0,0.375,0.5454545454545454,0.0,aws;docker;go;javascript;postgresql;python,agile;cicd;elasticsearch;redis;sql,,,0.0,3.0,0.7915833221525583,0.21347984560984912,0.21347984560984912,0.21347984560984912,0.21347984560984912,0.0,,0.4403792983645386,0.7,vacancy_resume_matching,0.369937,0.822000559971992
vanetik_vacancy_004,vanetik_cv_052,2,0.06081812843314262,0.0,0.6363636363636364,1.0,0.5754819465026687,0.4375,0.6363636363636364,0.0,agile;aws;cicd;docker;javascript;postgresql;sql,elasticsearch;go;python;redis,,,10.0,3.0,0.8097505832487136,0.3823985726528111,0.3823985726528111,0.3823985726528111,0.3823985726528111,0.0,,0.4767648649087288,0.7666666666666666,vacancy_resume_matching,0.21521445,0.7690217372689628
vanetik_vacancy_004,vanetik_cv_004,3,0.07781725943225004,0.0,0.45454545454545453,0.0,0.9709589939818188,0.2777777777777778,0.45454545454545453,0.0,agile;docker;go;javascript;postgresql,aws;cicd;elasticsearch;python;redis;sql,,,0.0,3.0,0.6954602498398258,0.1817617410928899,0.1817617410928899,0.1817617410928899,0.1817617410928899,0.0,,0.40607360608468956,0.7999999999999999,vacancy_resume_matching,0.3643679,0.7438671789082412
vanetik_vacancy_004,vanetik_cv_026,4,0.07753544324760009,0.0,0.5454545454545454,0.0,0.8089528960445838,0.4,0.5454545454545454,0.0,docker;elasticsearch;go;javascript;postgresql;python,agile;aws;cicd;redis;sql,,,0.0,3.0,0.7373030963860603,0.2095820218885679,0.2095820218885679,0.2095820218885679,0.2095820218885679,0.0,,0.3870204654823011,0.6333333333333333,vacancy_resume_matching,0.3769138,0.737452621061763
vanetik_vacancy_004,vanetik_cv_043,5,0.06936068076088837,0.0,0.6363636363636364,0.0,0.5928981931570044,0.4117647058823529,0.6363636363636364,0.0,docker;elasticsearch;go;postgresql;python;redis;sql,agile;aws;cicd;javascript,,,0.0,3.0,0.7199607201176458,0.2331522546754434,0.2331522546754434,0.2331522546754434,0.2331522546754434,0.0,,0.35092338145913365,0.44999999999999996,vacancy_resume_matching,0.391539,0.6799866306289819
vanetik_vacancy_004,vanetik_cv_014,6,0.08618980668328856,0.0,0.18181818181818182,0.0,0.9709032016998977,0.125,0.18181818181818182,0.0,javascript;sql,agile;aws;cicd;docker;elasticsearch;go;postgresql;python;redis,,,0.0,3.0,0.6263736263736264,0.1023539518504421,0.1023539518504421,0.1023539518504421,0.1023539518504421,0.0,,0.33612230449925073,0.7,vacancy_resume_matching,0.345209,0.6684313299771156
vanetik_vacancy_004,vanetik_cv_047,7,0.0772719082258335,0.0,0.2727272727272727,0.0,0.8860112620596791,0.21428571428571427,0.2727272727272727,0.0,aws;docker;sql,agile;cicd;elasticsearch;go;javascript;postgresql;python;redis,,,0.0,3.0,0.6034588483268625,0.12552403449922503,0.12552403449922503,0.12552403449922503,0.12552403449922503,0.0,,0.3347542453517983,0.8,vacancy_resume_matching,0.35452443,0.6424924943570334
vanetik_vacancy_004,vanetik_cv_049,8,0.04889409995261073,0.0,0.45454545454545453,1.0,0.5084522033150565,0.3333333333333333,0.45454545454545453,0.0,agile;javascript;postgresql;python;sql,aws;cicd;docker;elasticsearch;go;redis,,,20.0,3.0,0.6324262206979202,0.3200338859884687,0.3200338859884687,0.3200338859884687,0.3200338859884687,0.0,,0.4064307420803398,0.6,vacancy_resume_matching,0.20748433,0.619606207166401
vanetik_vacancy_004,vanetik_cv_017,9,0.06334982467174453,0.0,0.45454545454545453,0.0,0.6882326673311849,0.35714285714285715,0.45454545454545453,0.0,docker;javascript;postgresql;python;sql,agile;aws;cicd;elasticsearch;go;redis,,,0.0,3.0,0.5869762544991696,0.17397158391415615,0.17397158391415615,0.17397158391415615,0.17397158391415615,0.0,,0.3258574407243521,0.7,vacancy_resume_matching,0.37458736,0.6013167327809992
vanetik_vacancy_004,vanetik_cv_031,10,0.05269767587839046,0.0,0.36363636363636365,1.0,0.503526898840295,0.2,0.36363636363636365,0.0,docker;javascript;postgresql;sql,agile;aws;cicd;elasticsearch;go;python;redis,,,3.0,3.0,0.6169912739398775,0.29410993736109137,0.29410993736109137,0.29410993736109137,0.29410993736109137,0.0,,0.38214276195323915,0.7333333333333333,vacancy_resume_matching,0.20307076,0.5978534718576083
vanetik_vacancy_005,vanetik_cv_014,1,0.07257531347498788,0.0,0.8,1.0,1.0,0.5,0.8,0.0,csharp;java;linux;sql,elasticsearch,,,0.0,0.0,1.0,0.43907901494807045,0.43907901494807045,0.43907901494807045,0.43907901494807045,0.0,,0.6375251044916626,0.7,vacancy_resume_matching,0.21252789,1.0
vanetik_vacancy_005,vanetik_cv_031,2,0.07006396291398198,0.0,0.6,1.0,0.9260711568413004,0.2,0.6,0.0,java;linux;sql,csharp;elasticsearch,,,3.0,0.0,0.9015353534699542,0.3761882877229134,0.3761882877229134,0.3761882877229134,0.3761882877229134,0.0,,0.5636402961290075,0.7333333333333333,vacancy_resume_matching,0.20423827,0.9002837177819374
vanetik_vacancy_005,vanetik_cv_001,3,0.0690182127141748,0.0,0.6,1.0,0.9155501409078353,0.3333333333333333,0.6,0.0,java;linux;sql,csharp;elasticsearch,,,3.0,0.0,0.892565239511979,0.37562519146147877,0.37562519146147877,0.37562519146147877,0.37562519146147877,0.0,,0.5604861084801477,0.8333333333333333,vacancy_resume_matching,0.20449802,0.891925185844743
vanetik_vacancy_005,vanetik_cv_047,4,0.06499532406204177,0.0,0.6,1.0,0.9269712594314644,0.375,0.6,0.0,csharp;java;sql,elasticsearch;linux,,,0.0,0.0,0.8580581749601077,0.3734590206487918,0.3734590206487918,0.3734590206487918,0.3734590206487918,0.0,,0.5621907772024044,0.8,vacancy_resume_matching,0.20415835,0.8736093012998857
vanetik_vacancy_005,vanetik_cv_049,5,0.06019909080753782,0.0,0.6,1.0,0.8748073931942564,0.2727272727272727,0.6,0.0,java;linux;sql,csharp;elasticsearch,,,20.0,0.0,0.8169176053767947,0.37087643351175115,0.37087643351175115,0.37087643351175115,0.37087643351175115,0.0,,0.5466816684543143,0.6,vacancy_resume_matching,0.2054527,0.8342309653231508
vanetik_vacancy_005,vanetik_cv_011,6,0.05476072769934539,0.0,0.6,1.0,0.7103021132466136,0.42857142857142855,0.6,0.0,csharp;java;linux,elasticsearch;sql,,,0.0,0.0,0.7702690493121349,0.3679480841458014,0.3679480841458014,0.3679480841458014,0.3679480841458014,0.0,,0.5010008060988788,0.4,vacancy_resume_matching,0.20968483,0.761485213106609
vanetik_vacancy_005,vanetik_cv_006,7,0.044925316300906654,0.0,0.8,1.0,0.628966306771395,0.23529411764705882,0.8,0.0,csharp;java;linux;sql,elasticsearch,,,1.0,0.0,0.7628270827632326,0.42419055493125746,0.42419055493125746,0.42419055493125746,0.42419055493125746,0.0,,0.5293661205726743,0.7333333333333333,vacancy_resume_matching,0.22221933,0.7542363520877065
vanetik_vacancy_005,vanetik_cv_007,8,0.03851838858052201,0.0,0.8,1.0,0.6799782790024349,0.3333333333333333,0.8,0.0,csharp;java;linux;sql,elasticsearch,,,2.0,0.0,0.7078704862615467,0.42074067077412725,0.42074067077412725,0.42074067077412725,0.42074067077412725,0.0,,0.5408336705941567,0.7999999999999999,vacancy_resume_matching,0.2207475,0.733818794467321
vanetik_vacancy_005,vanetik_cv_004,9,0.05615890401169263,0.0,0.2,1.0,0.889860622857891,0.0625,0.2,0.0,java,csharp;elasticsearch;linux;sql,,,0.0,0.0,0.6284160089814352,0.24562402523706528,0.24562402523706528,0.24562402523706528,0.24562402523706528,0.0,,0.4426824674326685,0.7999999999999999,vacancy_resume_matching,0.18560019,0.6834584573696594
vanetik_vacancy_005,vanetik_cv_016,10,0.055351663649122654,0.0,0.4,1.0,0.6006515548192464,0.15384615384615385,0.4,0.0,java;sql,csharp;elasticsearch;linux,,,0.0,0.0,0.698414833779038,0.30672781888798917,0.30672781888798917,0.30672781888798917,0.30672781888798917,0.0,,0.4186243025015066,0.7,vacancy_resume_matching,0.20242573,0.6687162641007274
